GalaxyID,Morphology,label,Confidence
225927,EdgeOn_Disk,1,0.626850644121
607435,Unbarred_Spiral,5,0.4694408206533293
407594,Intermediate_Elliptical,2,0.7266578061426751
683796,Irregular_Merger,3,0.546769113
113655,Unbarred_Spiral,5,0.7330712795413338
589418,Round_Elliptical,4,0.41663681374717193
637669,Intermediate_Elliptical,2,0.913709956281152
317918,Round_Elliptical,4,0.709055503642608
351993,Unbarred_Spiral,5,0.5228761189822428
915046,Intermediate_Elliptical,2,0.44878394467485594
980008,Round_Elliptical,4,0.41728600754143996
619657,Round_Elliptical,4,0.606019962711044
867663,Round_Elliptical,4,0.538714177624917
425103,EdgeOn_Disk,1,0.650471981456752
887798,Round_Elliptical,4,0.511173419546724
216842,Irregular_Merger,3,0.455617207
135499,Unbarred_Spiral,5,0.815179334160226
386493,EdgeOn_Disk,1,0.427475892209067
721179,Irregular_Merger,3,0.4649892
300058,Round_Elliptical,4,0.69381407309638
301370,Round_Elliptical,4,0.42777561159603195
785207,Round_Elliptical,4,0.406887404529264
208469,EdgeOn_Disk,1,0.55169912354046
874404,Unbarred_Spiral,5,0.83228838423753
726468,Round_Elliptical,4,0.4468593654834
239946,Round_Elliptical,4,0.429539973344105
487990,Round_Elliptical,4,0.508674679638352
911404,Round_Elliptical,4,0.605612744
103787,EdgeOn_Disk,1,0.667994001481
552493,Barred_Spiral,0,0.6104902935739303
301929,Irregular_Merger,3,0.585174095
350161,EdgeOn_Disk,1,0.441231524201204
143377,Round_Elliptical,4,0.76502907281593
158538,Irregular_Merger,3,0.494960052
810871,Irregular_Merger,3,0.554806746
962678,EdgeOn_Disk,1,0.49416645332137493
178106,Intermediate_Elliptical,2,0.40108553971183497
172625,Unbarred_Spiral,5,0.853909
639016,Irregular_Merger,3,0.484316188
329866,Irregular_Merger,3,0.537366454
199136,Unbarred_Spiral,5,0.7101778891201305
232631,Unbarred_Spiral,5,0.4163291569624991
671321,EdgeOn_Disk,1,0.488856718631904
402627,Intermediate_Elliptical,2,0.585119215481717
826788,Intermediate_Elliptical,2,0.4995591734672
348247,EdgeOn_Disk,1,0.912856039225
360658,Intermediate_Elliptical,2,0.5103580132736321
635348,Round_Elliptical,4,0.6211197935496541
797323,Unbarred_Spiral,5,0.5577460159562805
340504,Round_Elliptical,4,0.889791
855706,Intermediate_Elliptical,2,0.613552033333626
210452,Round_Elliptical,4,0.44772157440000004
799044,Round_Elliptical,4,0.476839333275984
509705,Round_Elliptical,4,0.822558269156442
664398,Intermediate_Elliptical,2,0.47115419950972
750793,EdgeOn_Disk,1,0.610004912892603
759504,Intermediate_Elliptical,2,0.4906870705425921
804561,Unbarred_Spiral,5,0.6323850637592616
999950,Intermediate_Elliptical,2,0.44734141012924805
203528,Unbarred_Spiral,5,0.7230948315567579
197022,Unbarred_Spiral,5,0.4617351064792566
538186,EdgeOn_Disk,1,0.603974556964
577185,Intermediate_Elliptical,2,0.862908599486715
609209,Round_Elliptical,4,0.576738264502752
537570,Unbarred_Spiral,5,0.8244274607259557
401907,Unbarred_Spiral,5,0.5487213500051965
700588,Intermediate_Elliptical,2,0.442956092024271
565335,Intermediate_Elliptical,2,0.4499736
597344,Unbarred_Spiral,5,0.6970944054357351
286473,Barred_Spiral,0,0.6314998277744924
452210,EdgeOn_Disk,1,0.802967596331544
502333,Barred_Spiral,0,0.7083124303078948
312604,Round_Elliptical,4,0.652134279160407
312223,EdgeOn_Disk,1,0.50316374927945
602062,Round_Elliptical,4,0.577451950009095
304274,Barred_Spiral,0,0.7631304372569129
777851,Round_Elliptical,4,0.849213158035662
201806,Round_Elliptical,4,0.75335153400378
501042,Intermediate_Elliptical,2,0.51117983182407
462253,Barred_Spiral,0,0.6460374028904377
200724,Intermediate_Elliptical,2,0.826077
608293,Irregular_Merger,3,0.495379031
898841,Round_Elliptical,4,0.731278653477222
684135,Unbarred_Spiral,5,0.4483782018277257
634839,Unbarred_Spiral,5,0.550142
896540,Round_Elliptical,4,0.449805984642528
468036,Intermediate_Elliptical,2,0.43722503999999995
157926,Intermediate_Elliptical,2,0.67256080138414
523913,Round_Elliptical,4,0.45927114434774
123470,Unbarred_Spiral,5,0.7557374448973887
403596,Intermediate_Elliptical,2,0.599100470695416
165614,Round_Elliptical,4,0.8467427866670549
229936,Round_Elliptical,4,0.52483712003288
313593,Irregular_Merger,3,0.455924322
131030,Barred_Spiral,0,0.747123
474963,Unbarred_Spiral,5,0.6640982115047249
715483,Intermediate_Elliptical,2,0.541641537369
661111,Round_Elliptical,4,0.8739669590439999
894612,Round_Elliptical,4,0.643876535561594
996030,Unbarred_Spiral,5,0.7545981363642309
492196,EdgeOn_Disk,1,0.413902226023275
504478,Unbarred_Spiral,5,0.575583883188981
652250,Irregular_Merger,3,0.58353903
877600,Round_Elliptical,4,0.488718848
299374,Unbarred_Spiral,5,0.4468965572142194
990522,Unbarred_Spiral,5,0.4487029703106759
243888,Intermediate_Elliptical,2,0.5871710212235
662983,Round_Elliptical,4,0.763316
304047,Irregular_Merger,3,0.428089662
260821,Intermediate_Elliptical,2,0.8162759931520001
747527,Round_Elliptical,4,0.488286186872632
696616,EdgeOn_Disk,1,0.871649
149658,EdgeOn_Disk,1,0.605240432784
181602,Round_Elliptical,4,0.624787306173444
891520,Round_Elliptical,4,0.482548032719712
740462,Irregular_Merger,3,0.57042405
173251,Intermediate_Elliptical,2,0.536150537059008
660510,Unbarred_Spiral,5,0.5521965688259135
753459,Round_Elliptical,4,0.429109519235946
180442,Unbarred_Spiral,5,0.8013624909527308
691298,Barred_Spiral,0,0.6682317063022544
105314,Unbarred_Spiral,5,0.5051763982250522
101595,EdgeOn_Disk,1,0.649592659795863
964991,Intermediate_Elliptical,2,0.416139078451925
502512,Round_Elliptical,4,0.589887889854096
743006,Unbarred_Spiral,5,0.706744122145894
837282,Round_Elliptical,4,0.4564286040249999
576620,Intermediate_Elliptical,2,0.46394635892614194
862226,Round_Elliptical,4,0.663145702992318
205881,EdgeOn_Disk,1,0.830061635401865
183085,Unbarred_Spiral,5,0.47328347702338813
754179,Round_Elliptical,4,0.682466632029348
137585,Round_Elliptical,4,0.878132603760069
830464,Intermediate_Elliptical,2,0.728029278028773
388411,Round_Elliptical,4,0.562757918616991
678090,Round_Elliptical,4,0.43464267935760004
617225,Round_Elliptical,4,0.630740635333914
181056,Intermediate_Elliptical,2,0.631538306298372
389248,Intermediate_Elliptical,2,0.826559177409
275883,Unbarred_Spiral,5,0.6660046908695326
177390,Round_Elliptical,4,0.400635747453806
993183,Round_Elliptical,4,0.564419732733956
298898,EdgeOn_Disk,1,0.656882693289
681338,Intermediate_Elliptical,2,0.408727603112836
495152,Round_Elliptical,4,0.593305436407335
576496,Unbarred_Spiral,5,0.4355416848301448
315466,Barred_Spiral,0,0.6171321430789132
311527,Intermediate_Elliptical,2,0.45095674076134595
315920,EdgeOn_Disk,1,0.522430346493984
901842,EdgeOn_Disk,1,0.730440296964
290997,Round_Elliptical,4,0.589254281641
280316,Intermediate_Elliptical,2,0.437518935870153
110858,Round_Elliptical,4,0.80937
927185,Barred_Spiral,0,0.5211737282311264
625826,Intermediate_Elliptical,2,0.50832817719295
